Lab_Number,sample_description,parser_output,prediction,ground_truth
P2103246,"Oznaczona lepkość w normie dla klasy SAE 40. Liczba kwasowa i zasadowa znajdują się w dopuszczalnych zakresach. Zawartość wody w normie. Poziom metalicznych produktów zużycia określony w badaniu pierwiastków w normie. 

Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji jednak zalecane jest przeprowadzenie kolejnego badania nie później niż za 250 godzin pracy silnika.","{""lepkość"": ""w_normie"", ""liczba_kwasowa"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",2,WSKAZÓWKA
P2103247,"Oznaczona lepkość w normie dla klasy SAE 40. Liczba kwasowa i zasadowa znajdują się w dopuszczalnych zakresach. Zawartość wody w normie. Poziom metalicznych produktów zużycia określony w badaniu pierwiastków w normie. 

Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji jednak zalecane jest przeprowadzenie kolejnego badania nie później niż za 250 godzin pracy silnika.","{""lepkość"": ""w_normie"", ""liczba_kwasowa"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",2,WSKAZÓWKA
P2103407,"Lepkość wskazuje na olej klasy SAE 40 - trend stabilny. Temperatura zapłonu w normie. Nie stwierdzono zanieczyszczenia glikolem ani olejem napędowym. Zawartość metali zużyciowych w normie. 

Wnioski i zalecenia:

Obserwować zmiany w kolejnej analizie. Upewnić się czy olej o danej lepkości może być eksploatowany. Wykonać kolejne badanie za ok. 500 mth pracy silnika. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""glikol"": ""brak_wykrycia"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2103775,"Zawartość dodatków na spodziewanym poziomie. Poziom metali zużyciowych w normie, jednak nastąpił lekki wzrost od ostatniego badania. Wyraźnie podniesiona zawartość ołowiu (trend wzrostowy) pochodzi z paliwa lotniczego i jest to sytuacja normalna dla lotniczych silników tłokowych. 

Wnioski i zalecenia:

Proszę upewnić się, że zużycie występujące w silniku, nie stwarza problemów eksploatacyjnych. Obserwować trend zmian w kolejnej analizie. Wykonać kolejne badanie zgodnie z harmonogramem. ","{""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2103970,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Zaobserwowano znaczny wzrost zawartości miedzi w stosunku do poprzedniego badania. Poziom pozostałych pierwiastków zużyciowych w normie.

Zalecenia i wnioski:

W celu oceny dynamiki zużywania się elementów smarowanych zawierających w swoim składzie miedź zaleca się przeprowadzenie kolejnego badania po okresie ok. 500mth pracy silnika. Proszę obserwować zmiany w kolejnej analizie.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",0,WSKAZÓWKA
P2105019,"Oznaczona lepkość nie mieści się w zakresie typowym dla klasy SAE 40. Rezerwa alkaliczna uległa wyczerpaniu. Stwierdzono wzrost oksydacji i nitracji oleju. Zawartość metalicznych cząstek zużyciowych w normie.

Zalecenia i wnioski : 

Olej nie kwalifikuje się do dalszej eksploatacji. Proszę obserwować zmiany w kolejnym badaniu po przeprowadzeniu wymiany oleju na świeży.","{""lepkość"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",2,UWAGA
P2105103,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Własności dyspergujące lekko obniżone. Temperatura zapłonu w zakresie akceptowalnym. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5um) w normie. Indeks PQ w normie.

Wnioski i zalecenia:

Ze względu na pogorszone własności dyspergujące zaleca się przeprowadzić kolejne badanie za około 250mth. Proszę obserwować zmiany w następnej analizie. ","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,WSKAZÓWKA
P2105154,"Lepkość oleju w zakresie typowym dla klasy SAE 40. Temperatura zapłonu w normie. Zawartość metalicznych cząstek zużyciowych w dopuszczalnym zakresie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu olejem napędowym lub płynem chłodniczym.



Proszę zweryfikować czy olej o oznaczonej lepkości kwalifikuje się do eksploatacji w danej aplikacji. Stosować olej zgodny z wymaganiami producenta silnika.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2105463,"Oznaczona lepkość poniżej normy dla klasy SAE 40. Zawartość stałych ciał obcych w normie. Temperatura zapłonu w normie. Zawartość wody w normie. Nie stwierdzono niepokojącego zanieczyszczenia glikolem ani paliwem.

Zalecenia i wnioski:

Upewnić się czy olej o danej lepkości może być eksploatowany. Obniżenie lepkości przy jednocześnie utrzymanej temperaturze zapłonu może wskazywać na termiczną degradację lub dolewkę oleju o mniejszej lepkości. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""stałe_ciała_obce"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""glikol"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2105659,"Oznaczona lepkość poniżej zakresu dla oleju klasy SAE 40. Temperatura zapłonu w normie. Poziom metali zużyciowych w normie - nie wskazuje na intensywne procesy zużycia/korozji w układzie.

Zalecenia i wnioski:

Upewnić się czy olej o danej lepkości może być eksploatowany. Obniżenie lepkości przy jednocześnie utrzymanej temperaturze zapłonu może wskazywać na termiczną degradację lub dolewkę oleju o mniejszej lepkości. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2106572,"Lepkość w normie dla klasy SAE 40. Temperatura zapłonu w normie. Zawartość wody na dopuszczalnym poziomie. W porównaniu do poprzednich badań stwierdzono wzrost zawartości stałych zanieczyszczeń. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o obecności płynu chłodniczego.



Wnioski i zalecenia:

Zalecana jest kontrola stanu i ewentualna wymiana filtrów. Proszę obserwować zmiany w następnej analizie zgodnie z przyjętym harmonogramem. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_dopuszczalnym_zakresie""}",1,WSKAZÓWKA
P2106590,"Oznaczona lepkość znacznie poniżej zakresu dopuszczalnego dla oleju klasy SAE 50 (wskazuje na olej klasy SAE 40). Zawartość stałych ciał obcych w normie. Własności dyspergujące w normie. Temperatura zapłonu w zakresie akceptowalnym.

Wnioski i zalecenia:

Jeżeli olejem eksploatowanym jest rzeczywiście olej klasy SAE 50 to należy bezzwłocznie wymienić olej na świeży, jeśli nie to proszę zweryfikować czy olej o oznaczonej lepkości może być eksploatowany. Wyniki badań nie wskazują na obecność paliwa w oleju. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie. ","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie""}",1,WSKAZÓWKA
P2106984,"Oznaczona lepkość w normie. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5um) w normie.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie.","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",0,WSKAZÓWKA
P2107006,"Zawartość dodatków na poziomie oczekiwanym dla tego typu oleju. Podniesiony poziom miedzi, pozostałe metale zużyciowe w normie. Wysoka zawartość ołowiu pochodzi z paliwa lotniczego i jest to sytuacja normalna dla lotniczych silników tłokowych. 

Wnioski i zalecenia:

Powiązać wykryte metale zużyciowe z metalurgią smarowanych elementów (miedź - m.in. łożyska ślizgowe). Zalecana obserwacja zmian w kolejnej analizie. Wykonać kolejne badanie zgodnie z harmonogramem diagnostyki jednostki. ","{""miedź"": ""w_normie""}",1,WSKAZÓWKA
P2107041,"Oznaczona lepkość w normie. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Własności dyspergujące w normie. Temperatura zapłonu w normie. Na widmie IR widoczne zanieczyszczenie sadzą. Zawartość wody w normie. Poziom metalicznych produktów zużycia w normie. 

Wnioski i zalecenia:

Proszę obserwować zmiany w następnej analizie. W celu śledzenia trendu zmian proszę przesłać kolejną próbkę do badania po okresie ok. 500 mth pracy silnika. ","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2107213,"Oznaczona lepkość w normie. Temperatura zapłonu w normie. Odnotowano wzrost zawartości miedzi w stosunku do poprzedniej analizy. Poziom pozostałych metalicznych produktów zużycia w normie.

Wnioski i zalecenia:

W celu obserwacji trendu zawartości miedzi zaleca się przeprowadzić kolejne badanie za około 500mth. Proszę obserwować zmiany w następnej analizie.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2107309,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w zakresie akceptowalnym. Zawartość sodu w trendzie stabilnym (wskazuje na zanieczyszczenie oleju płynem chłodniczym). Poziom metalicznych produktów zużycia w normie.

Wnioski i zalecenia:

W celu obserwacji zmian zaleca się przeprowadzić kolejne badanie za około 500mth.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2107668,"Oznaczona lepkość w normie dla oleju klasy SAE 50. Temperatura zapłonu w normie. W porównaniu do poprzednich badań stwierdzono lekki wzrost zawartości zanieczyszczeń - sodu oraz krzemu oznaczonych w badaniu pierwiastków (cząstki <5µm). Wzrost zawartości cząstek zużyciowych, nie krytyczny. W próbce nie stwierdzono obecności paliwa ani płynu chłodniczego.



Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie, zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie""}",1,WSKAZÓWKA
P2107673,"Oznaczona lepkość poniżej zakresu dopuszczalnego dla oleju klasy SAE 50 (mieści się w zakresie typowym dla klasy SAE 40). Temperatura zapłonu na akceptowalnym poziomie. Nie stwierdzono niepokojącego zanieczyszczenia oleju (lekko podwyższona zawartość sodu prowdopodobnie jest pozostałością sprzed wymiany). Zawartość cząstek zużyciowych w normie.



Zalecenia i wnioski:

Jeśli oznaczona lepkość spełnia wymagania producenta silnika olej kwalifikuje się do dalszej eksploatacji, w przeciwnym razie wskazana jest wymiana oleju na świeży. Proszę obserwować zmiany w następnych badaniach. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""metale_zużyciowe"": ""w_normie""}",0,WSKAZÓWKA
P2107801,"Oznaczona lepkość poniżej zakresu dopuszczalnego dla oleju klasy SAE 50 (mieści się w zakresie typowym dla klasy SAE 40). Temperatura zapłonu w normie. Zawartość stałych zanieczyszczeń w normie. Własności dyspergujące w normie. Nie stwierdzono niepokojącego zanieczyszczenia oleju.



Zalecenia i wnioski:

Jeśli oznaczona lepkość spełnia wymagania producenta silnika olej kwalifikuje się do dalszej eksploatacji, w przeciwnym razie wskazana jest wymiana oleju na świeży. Proszę obserwować zmiany w następnych badaniach. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""zanieczyszczenia_stałe"": ""w_normie""}",1,WSKAZÓWKA
P2108049,"Lepkość oleju utrzymuje się na stabilnym, niskim poziomie. Temperatura zapłonu na akceptowalnym poziomie. Liczba zasadowa w bezpiecznym zakresie. Własności dyspergujące w normie. Zawartość cząstek zużyciowych w normie. Nie stwierdzono niepokojącego zanieczyszczenia oleju.



Zalecenia i wnioski:

Proszę zweryfikować wymagania producenta silnika dotyczące lepkości eksploatowanego oleju, w razie konieczności przeprowadzić wymianę oleju na świeży. W przypadku dalszego użytkowania oleju zalecana jest obserwacja zmian w kolejnym badaniu nie później niż za 500mth. ","{""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2108081,"Lepkość oleju w zakresie granicznym dla klasy SAE 40. Liczba zasadowa na bezpiecznym poziomie. Zawartość stałych zanieczyszczeń w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o podwyższonej zawartości wody lub płynu chłodniczego. Zawartość metalicznych cząstek zużyciowych w normie.



Zalecenia i wnioski:

Zalecana jest obserwacja zmian w kolejnym badaniu nie później niż za 500mth.","{""lepkość"": ""w_zakresie_granicznym"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""zanieczyszczenia_stałe"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",0,WSKAZÓWKA
P2108083,"Lepkość oleju w zakresie granicznym dla klasy SAE 40. Liczba zasadowa na bezpiecznym poziomie. Zawartość stałych zanieczyszczeń w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o podwyższonej zawartości wody lub płynu chłodniczego. Zawartość metalicznych cząstek zużyciowych w dopuszczalnym zakresie.



Zalecenia i wnioski:

Zalecana jest obserwacja zmian w kolejnym badaniu nie później niż za 500mth.","{""lepkość"": ""w_zakresie_granicznym"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""zanieczyszczenia_stałe"": ""w_normie"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie""}",0,WSKAZÓWKA
P2108163,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Zawartość cząstek zużyciowych na wysokim poziomie jednak w porównaniu do poprzedniego badania nie stwierdzono przyrostu.



Zalecenia i wnioski:

Wskazana jest intensywna obserwacja zmian w kolejnych badaniach. Zalecamy przeprowadzenie kolejnej analizy nie później niż za 500mth.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie""}",1,WSKAZÓWKA
P2108171,"Oznaczona lepkość w zakresie typowym dla klasy SAE 40. Temperatura zapłonu na poziomie akceptowalnym. W porównaniu do poprzedniego badania stwierdzono skokowy wzrost zawartości metalicznych cząstek zużyciowych.Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o obecności płynu chłodniczego. 

Zalecenia i wnioski:

Zalecana jest wymiana oleju na świeży o ile jeszcze nie nastąpiła. Proszę obserwować zmiany w kolejnym badaniu za około 500mth. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie""}",2,WSKAZÓWKA
P2108680,"Oznaczona lepkość w zakresie typowym dla klasy SAE 40. Liczba zasadowa na bezpiecznym poziomie. Zawartość stałych zanieczyszczeń powyżej oczekiwanej. Zawartość cząstek zużyciowych w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o obecności glikolu w próbce.



Zalecenia i wnioski:

Zalecana jest kontrola stanu i ewentualna wymiana filtrów. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""w_normie"", ""glikol"": ""brak_wykrycia""}",0,WSKAZÓWKA
P2109451,"Oznaczona lepkość w normie. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Własności dyspergujące w normie. Temperatura zapłonu w normie. Na widmie IR widoczne zanieczyszczenie sadzą - trend wzrostowy. Zawartość wody w normie. Poziom metalicznych produktów zużycia w normie. 

Wnioski i zalecenia:

Proszę obserwować zmiany w następnej analizie. W celu śledzenia trendu zmian proszę przesłać kolejną próbkę do badania po okresie ok. 500 mth pracy silnika. ","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2109541,"Lepkość oleju w zakresie typowym dla klasy SAE 30. Temperatura zapłonu w zakresie granicznym. Zawartość cząstek zużyciowych w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o podwyższonej zawartości płynu chłodniczego w próbce.



Zalecenia i wnioski:

Nie podaliście Państwo danych dotyczących eksploatowanego oleju (nazwy ani klasy lepkości). Jeśli jest to olej klasy SAE 30, kwalifikuje się on do dalszej eksploatacji. Jeśli w eksploatacji jest olej klasy wyższej (SAE 40 lub SAE 50) wskazane jest przeprowadzenie wymiany oleju na świeży, w tej sytuacji zalecana jest także kontrola układu doprowadzania paliwa do silnika. Proszę wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_granicznym"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
