Probe,Lab_Number,Prediction,Overall_Assessment_pred_file,Overall_Interpretation,Overall_Assessment_data
2,P1807456,1,1,"Zawartość paliwa w oleju lekko podniesiona. Temperatura zapłonu lekko obniżona. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie za około 500 mth pracy lokomotywy.",WSKAZÓWKA
2,P1807453,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807455,2,2,"Krytycznie podniesiona zawartość paliwa w oleju. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Skontrolować układ doprowadzania paliwa. Przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.",UWAGA
2,P1807669,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807591,1,1,"Zawartość paliwa w oleju podniesiona. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. W celu śledzenia trendów zmian przeprowadzić kolejne badanie za około 250 mth pracy lokomotywy.",WSKAZÓWKA
2,P1807441,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807685,2,2,"Temperatura zapłonu obniżona. Zawartość paliwa w oleju krytycznie podniesiona. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Proszę przeprowadzić inspekcję układu doprowadzania paliwa. Przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.",UWAGA
2,P1807446,2,2,"Poziom miedzi znacznie podniesiony. Poziom cyny i ołowiu lekko podniesiony. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Przeprowadzić inspekcję silnika ukierunkowaną na zużycie elementów zawierających w metalurgii miedź, cynę oraz ołów (np. łożyska). Przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.",UWAGA
2,P1807436,1,0,"Oznaczona lepkość w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807451,0,1,"Podwyższony poziom sodu, prawdopodobne pochodzenie - pochodna zanieczyszczenia oleju wodą lub płynem chłodniczym. Pozostałe oznaczone parametry w dopuszczalnym zakresie.



Zalecenia i wnioski:

Przeprowadzić kontrolę układu chłodzenia ukierunkowaną na ewentualne przecieki. Zadbać o poprawne uszczelnienie układu olejowego przed wnikaniem zanieczyszczeń z zewnątrz. Proszę obserwować zmiany w następnej analizie, przysłać kolejną próbkę do badań zgodnie z przyjętym harmonogramem diagnostyki.",WSKAZÓWKA
2,P1807547,2,2,"Poziom metalicznych produktów zużycia utrzymuje się na poziomie stabilnym w stosunku do poprzedniej analizy. Zawartość paliwa w oleju krytycznie podniesiona. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Skontrolować układ doprowadzania paliwa. Przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.",UWAGA
2,P1807557,0,0,"Oznaczona lepkość na poziomie stabilnym. Liczba zasadowa oaz kwasowa w normie. Zawartość wody w normie. Poziom metalicznych produktów zużycia określony w badaniu pierwiastków (cząstki <5um) w normie. Indeks PQ informujący o zawartości cząstek ferromagnetycznych niezależnie od rozmiarów w normie.

Wnioski i Zalecenia:

Olej kwalifikuje się do dalszej eksploatacji. Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807682,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807490,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807541,1,1,"Poziom metalicznych produktów zużycia (zawartość miedzi, ołowiu oraz żelaza) utrzymuje się na stabilnym poziomie. Zawartość paliwa w oleju lekko podniesiona. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Poziom metali zużyciowych może mieć związek z docieraniem się elementów lokomotywy. Zalecam przeprowadzić kolejne badanie za około 500 mth pracy lokomotywy.",WSKAZÓWKA
2,P1807491,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807437,2,2,"Oznaczona lepkość nie spełnia wymagań.

Wnioski i Zalecenia:

Ze względu na obniżony poziom lepkości zalecam wymianę oleju. Przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.",UWAGA
2,P1807532,1,1,"Zawartość paliwa w oleju podniesiona. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. W celu śledzenia trendów zmian przeprowadzić kolejne badanie za około 250 mth pracy lokomotywy.",WSKAZÓWKA
2,P1807627,0,0,"Oznaczona lepkość w normie. Liczba kwasowa oraz liczba zasadowa w normie. Poziom metalicznych produktów zużycia określony w badaniu pierwiastków (cząstki <5um) w normie. Indeks PQ informujący o zawartości cząstek ferromagnetycznych niezależnie od rozmiaru w normie.

Wnioski i Zalecenia:

Olej kwalifikuje się do dalszej eksploatacji. Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807439,1,2,"Oznaczona lepkość nie spełnia wymagań.

Wnioski i Zalecenia:

Ze względu na obniżony poziom lepkości olej nie kwalifikuje się do dalszej eksploatacji. Proszę wymienić olej. Przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.",UWAGA
2,P1807489,0,2,"Zawartość wody znacznie podniesiona. Wszystkie pozostałe oznaczone parametry w normie.

Wnioski i Zalecenia:

W stosunku do poprzedniej analizy potwierdziła się wysoka zawartość wody. Olej nie kwalifikuje się do dalszej eksploatacji. Proszę zidentyfikować i usunąć przyczynę podniesionej zawartości wody. Przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.",UWAGA
2,P1807668,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807533,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807546,1,1,"Poziom żelaza oraz miedzi lekko podniesiony, lecz wartość utrzymuje się na poziomie stabilnym w stosunku do poprzedniej analizy. Zawartość paliwa w oleju lekko podniesiona. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. W celu śledzenia trendów zmian przeprowadzić kolejne badanie za około 250 mth pracy lokomotywy.",WSKAZÓWKA
2,P1807534,1,1,"Zawartość paliwa w oleju podniesiona - nie krytycznie. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. W celu śledzenia trendów zmian przeprowadzić kolejne badanie za około 500 mth pracy lokomotywy.",WSKAZÓWKA
2,P1807440,1,0,"Oznaczona lepkość w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807535,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807544,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807574,2,2,"Oznaczona lepkość obniżona - poza klasą SAE 40. Temperatura zapłonu znacznie obniżona. Poziom metali zużyciowych w normie. 

Wnioski i zalecenia:
Obniżona lepkość wraz z niską temperaturą zapłonu mogą wskazywać na przeciek paliwa do oleju. Przeprowadzić kontrolę układu doprowadzania paliwa pod kątem ewentualnych nieszczelności. Olej nie kwalifikuje się do dalszej eksploatacji, należy przeprowadzić wymianę oleju na świeży. Wykonać kolejne badanie po przeprowadzeniu zabiegów korygujących.",UWAGA
2,P1807575,2,2,"Oznaczona lepkość mieści się w granicach klasy SAE 40. Krytycznie podniesiony poziom sodu i potasu - najprawdopodobniej doszło do przecieku płynu chłodniczego do oleju. Krytycznie podniesiony poziom miedzi, ołowiu oraz żelaza - tak wysoki poziom świadczy o znacznym zużyciu/uszkodzeniu smarowanych elementów.

Wnioski i zalecenia:
Przeprowadzić kontrolę układu chłodzącego pod kątem ewentualnych przecieków. Powiązać wykryte metale zużyciowe z metalurgią układu olejowego (np. łożyska) - w razie konieczności dokonać niezbędnych napraw. Jeżeli jeszcze to nie nastąpiło zalecam wymianę oleju na świeży. Prosimy o prowadzenie ewidencji dot. czasu pracy oraz dat wymiany oleju wraz z dokładnym oznaczeniem oleju (producent i pełna nazwa handlowa) - informacje te pozwalają na wystawienie bardziej precyzyjnej diagnozy. Wykonać kolejne badanie po przeprowadzeniu zabiegów korygujących w celu weryfikacji.",UWAGA
2,P1807576,2,2,"Oznaczona lepkość mieści się w dolnej granicy klasy SAE 40. Podniesiony poziom sodu - może występować jako pochodna zanieczyszczenia wodą/płynem chłodzącym lub z otoczenia. Podniesiony poziom miedzi, ołowiu oraz żelaza - wyraźny wzrost w stosunku do poprzedniej analizy. 

Wnioski i zalecenia:
Przeprowadzić kontrolę układu chłodzącego pod kątem ewentualnych przecieków. Powiązać wykryte metale zużyciowe z metalurgią układu olejowego (np. łożyska). Jeżeli jeszcze to nie nastąpiło zalecam wymianę oleju na świeży. Prosimy o prowadzenie ewidencji dot. czasu pracy oraz dat wymiany oleju wraz z dokładnym oznaczeniem oleju (producent i pełna nazwa handlowa) - informacje te pozwalają na wystawienie bardziej precyzyjnej diagnozy. Wykonać kolejne badanie po przeprowadzeniu zabiegów korygujących. ",UWAGA
2,P1807545,1,1,"Temperatura zapłonu lekko obniżona. Zawartość paliwa w oleju podniesiona. Zawartość ołowiu na poziomie stabilnym. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. W celu śledzenia trendów zmian przeprowadzić kolejne badanie za 250 mth pracy lokomotywy.",WSKAZÓWKA
2,P1807596,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807540,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807672,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807667,1,1,"Zawartość paliwa w oleju lekko podniesiona. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. W celu śledzenia trendów zmian przeprowadzić kolejne badanie za około 500 mth pracy lokomotywy.",WSKAZÓWKA
2,P1900179,1,1,"Poziom metalicznych produktów zużycia (cząstki <5um) określony w badaniu pierwiastków na poziomie stabilnym w stosunku do poprzednich analiz.

Wnioski i Zalecenia:

Powiązać wykryte metale zużyciowe z metalurgią układu. Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",WSKAZÓWKA
2,P1807592,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807633,1,1,"Zawartość paliwa w oleju lekko podniesiona. Poziom metalicznych produktów zużycia wskazuje najprawdopodobniej na docieranie się elementów. Pozostałe parametry w normie

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",WSKAZÓWKA
2,P1807670,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807594,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807666,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
2,P1807684,0,2,"Krytycznie podniesiona zawartość sodu - wzrost skokowy. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Zalecam w bardzo krótkim czasie przeprowadzić badanie weryfikujące uzyskane rezultaty.",UWAGA
2,P1807665,1,1,"Zawartość paliwa w oleju podniesiona, nie krytycznie. Poziom metalicznych produktów zużycia najprawdopodobniej związany jest z docieraniem elementów silnika. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie za około 250 mth pracy lokomotywy.",WSKAZÓWKA
2,P1807664,0,0,"Wszystkie oznaczone parametry w normie. Po wymianie nie stwierdzono poziomów metali zużyciowych przekraczających limit.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. W celu śledzenia trendów zmian metali zużyciowych zalecam przeprowadzenie badania za około 250 mth pracy lokomotywy.",W NORMIE
2,P1900077,2,2,"Oznaczona lepkość w górnej granicy klasy SAE 40. Liczba zasadowa znacznie obniżona. Wzajemna relacja pomiędzy liczbą kwasową, a liczbą zasadową krytycznie pogorszona, świadczy o niskim poziomie rezerwy alkalicznej. Oksydacja podniesiona. Zawartość krzemu podniesiona trend wzrostowy. Zawartość wody w zakresie akceptowalnym. Poziom metalicznych produktów zużycia określony w badaniu pierwiastków (cząstki <5um) w normie. Parametr i-pH na niskim poziomie może świadczyć o podniesionej zawartości silnych kwasów w oleju.

Wnioski i Zalecenia:

Ze względu na znaczne starzenie olej nie kwalifikuje się do dalszej eksploatacji. Zalecam jak najszybciej to możliwe wymienić olej. Układ olejowy należy wyczyścić, aby świeży olej nie uległ zanieczyszczeniu. Skontrolować układ doprowadzania powietrza (zapchane filtry, zasysanie fałszywego powietrza). Przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.",UWAGA
2,P1807634,1,1,"Zawartość paliwa w oleju lekko podniesiona. Poziom metalicznych produktów zużycia na poziomie stabilnym. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie za około 500 mth pracy lokomotywy.",WSKAZÓWKA
2,P1807671,1,1,"Zawartość sodu lekko podniesiona - lekki trend wzrostowy. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. W celu śledzenia trendów zmian przeprowadzić kolejne badanie za około 500 mth pracy lokomotywy.",WSKAZÓWKA
2,P1807673,0,0,"Wszystkie oznaczone parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki płynu.",W NORMIE
2,P1807680,1,1,"Zawartość paliwa w oleju lekko podniesiona. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Obserwować zmiany w następnej analizie. W celu śledzenia trendów zmian przeprowadzić kolejne badanie za około 500 mth pracy lokomotywy.",WSKAZÓWKA
2,P1807709,0,0,"Wszystkie oznaczone parametry w normie.



Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie. Przysłać kolejną próbkę do badań zgodnie z przyjętym harmonogramem diagnostyki.",W NORMIE
2,P1900041,0,2,"Oznaczona lepkość na nietypowo wysokim poziomie, wykracza poza granicę klasy SAE 40. Zawartość wody krytycznie podniesiona - trend wzrostowy. Pozostałe parametry w normie.

Wnioski i Zalecenia:

Ze względu na wysoki poziom wody oraz nietypowy poziom lepkości zalecam przeprowadzić wymianę oleju. Należy zidentyfikować oraz usunąć przyczynę podniesionej zawartości wody. Przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.",UWAGA
